Term	TermFreq >= 1	PosClassDiff (correct-estimate)	NegClassDiff	PosClassAvDiff	NegClassAvDiff	CorrectClass1pos	CorrectClass2pos	CorrectClass3pos	CorrectClass4pos	CorrectClass5pos	CorrectClass1neg	CorrectClass2neg	CorrectClass3neg	CorrectClass4neg	CorrectClass5neg	
hour	13	-2	-1	-0.15384616	-0.07692308	5	7	1	0	0	8	4	1	0	0	
professor	4	1	1	0.25	0.25	3	0	0	0	1	2	2	0	0	0	
@shanell_snl	1	2	-1	2.0	-1.0	0	0	0	1	0	1	0	0	0	0	
bleed	1	2	-1	2.0	-1.0	0	0	0	1	0	1	0	0	0	0	
@beoraquelsmart	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@paintedlady77	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ottovonw	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
bgd98	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
tsc	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
summerglaupicspam	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
lulz	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
poorapple	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
sexual	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
intercourse	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
chesapeake	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
bk	2	0	-2	0.0	-1.0	2	0	0	0	0	2	0	0	0	0	
fired	3	0	-4	0.0	-1.3333334	3	0	0	0	0	1	2	0	0	0	
arrest	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
charges	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
sexcyberguide	1	0	-2	0.0	-2.0	1	0	0	0	0	1	0	0	0	0	
learnxpress	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
imagegear	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
silverlight	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
engaged	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
nerve	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
coulda	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
betteroffsingle	1	-2	-1	-2.0	-1.0	1	0	0	0	0	0	1	0	0	0	
@sonamrileyfyffe	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@_ilovecm_jmtrki	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@princessnyah	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
hw	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
knw	3	-1	3	-0.33333334	1.0	1	2	0	0	0	2	0	0	1	0	
9q31t	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
@droz	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
best2share	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
o2breakthru	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
comparative	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
studies	2	0	-1	0.0	-0.5	2	0	0	0	0	1	1	0	0	0	
findings	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
znao2blog	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mantra	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
unlimited	2	-1	0	-0.5	0.0	1	1	0	0	0	2	0	0	0	0	
possibilities	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
opportunity	3	-1	0	-0.33333334	0.0	2	1	0	0	0	3	0	0	0	0	
awaken	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@chinkze_money1	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
@prettyxlabelz	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
ded	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
burnt	2	-2	0	-1.0	0.0	1	1	0	0	0	0	2	0	0	0	
@msmandymay	2	-1	-1	-0.5	-0.5	0	1	1	0	0	2	0	0	0	0	
@nikibenz	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
posterior	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
spank	1	0	-1	0.0	-1.0	0	0	1	0	0	1	0	0	0	0	
1990	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
1100	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
shoutouts	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
missing	4	-1	-1	-0.25	-0.25	2	0	2	0	0	0	3	1	0	0	
el	3	-1	-1	-0.33333334	-0.33333334	3	0	0	0	0	2	0	1	0	0	
porque	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tus	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
silencios	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
enrique	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bunbury	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@grooveshark	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
tinysong	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ifrn	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@horrid123cp	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cpt	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@teamminajohio	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
entirely	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
barbies	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
rebro	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
feminino	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
masculino	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
dkb9by	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
kicking	1	-1	1	-1.0	1.0	1	0	0	0	0	0	0	1	0	0	
rocks	5	3	-1	0.6	-0.2	1	4	0	0	0	4	0	1	0	0	
afternoon	5	-3	1	-0.6	0.2	4	1	0	0	0	1	2	2	0	0	
dwn	3	-1	2	-0.33333334	0.6666667	2	1	0	0	0	1	1	1	0	0	
wussup	1	-1	1	-1.0	1.0	1	0	0	0	0	0	0	1	0	0	
sport	5	-1	0	-0.2	0.0	2	3	0	0	0	5	0	0	0	0	
golf	5	-2	2	-0.4	0.4	5	0	0	0	0	4	0	1	0	0	
gender	3	-2	0	-0.6666667	0.0	3	0	0	0	0	3	0	0	0	0	
partnered	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
tournaments	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
htc	2	-2	0	-1.0	0.0	1	1	0	0	0	2	0	0	0	0	
desire	2	-1	0	-0.5	0.0	1	1	0	0	0	2	0	0	0	0	
listed	2	-1	0	-0.5	0.0	1	1	0	0	0	2	0	0	0	0	
419	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
amazon's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
german	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
portal	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@treatstoshare	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
gloriana	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
owner	5	1	-1	0.2	-0.2	3	1	1	0	0	3	2	0	0	0	
nonton	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
ovj	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
ngakak	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
sd	4	-1	0	-0.25	0.0	3	1	0	0	0	4	0	0	0	0	
roboh	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
elite	3	-2	-2	-0.6666667	-0.6666667	3	0	0	0	0	3	0	0	0	0	
3udld	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@greyrider	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
looming	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
$650	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
laser	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
contest	9	-4	0	-0.44444445	0.0	6	1	1	1	0	7	0	2	0	0	
iksktktza	1	-2	0	-2.0	0.0	1	0	0	0	0	1	0	0	0	0	
foreign	2	-1	-1	-0.5	-0.5	2	0	0	0	0	1	1	0	0	0	
gothic	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
awaits	1	-1	0	-1.0	0.0	1	0	0	0	0	0	1	0	0	0	
@gabssy	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
idontunderstandwhy	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
brother	7	-2	-3	-0.2857143	-0.42857143	5	1	1	0	0	5	2	0	0	0	
throttling	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
hasn't	3	0	0	0.0	0.0	1	2	0	0	0	1	2	0	0	0	
stopped	2	0	2	0.0	1.0	1	1	0	0	0	0	2	0	0	0	
dbjylw	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
@mserita	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
gps	1	1	0	1.0	0.0	0	1	0	0	0	0	1	0	0	0	
@tsunamiwonny	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
feedin	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
enraged	1	0	-2	0.0	-2.0	1	0	0	0	0	0	1	0	0	0	
notice	3	0	-2	0.0	-0.6666667	2	1	0	0	0	2	1	0	0	0	
knuckles	1	0	-2	0.0	-2.0	1	0	0	0	0	0	1	0	0	0	
turning	3	-1	-1	-0.33333334	-0.33333334	1	1	1	0	0	1	2	0	0	0	
vids	2	0	1	0.0	0.5	1	0	0	1	0	1	1	0	0	0	
avi	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
convert	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
mpeg	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
trans	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
siberian	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
railway	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
russia	3	-4	0	-1.3333334	0.0	2	1	0	0	0	3	0	0	0	0	
9auenx	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
anpvkr	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@breakin_hearts	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
@poloshawty1134	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
yup	5	0	-3	0.0	-0.6	1	4	0	0	0	3	1	1	0	0	
choke	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
whore	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
minded	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	0	1	0	0	
fools	5	-3	-2	-0.6	-0.4	4	1	0	0	0	0	3	2	0	0	
horrible	3	-1	-4	-0.33333334	-1.3333334	2	0	1	0	0	0	0	3	0	0	
13ql6h	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
bruno	2	-2	2	-1.0	1.0	2	0	0	0	0	0	2	0	0	0	
rio	1	-1	1	-1.0	1.0	1	0	0	0	0	0	1	0	0	0	
rt@breakthruguy@earthxplorer	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	1	0	0	0	
lousy	2	-1	-2	-0.5	-1.0	2	0	0	0	0	0	1	1	0	0	
it'lee	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	1	0	0	0	
iacocca	1	-1	-1	-1.0	-1.0	1	0	0	0	0	0	1	0	0	0	
teeth	4	-5	-2	-1.25	-0.5	3	1	0	0	0	2	2	0	0	0	
bread	3	-3	0	-1.0	0.0	3	0	0	0	0	3	0	0	0	0	
acji7i	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
niche	3	-3	0	-1.0	0.0	2	0	1	0	0	3	0	0	0	0	
localfood	1	-3	0	-3.0	0.0	1	0	0	0	0	1	0	0	0	0	
@freyasykes	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
973	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
2k	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
sharewik	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
webmd	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
meets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
186hl	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
socialnetwork	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@cakesrme	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@keekee_1985has	1	0	0	0.0	0.0	0	0	1	0	0	1	0	0	0	0	
@heybonnie	1	-1	-1	-1.0	-1.0	0	0	1	0	0	0	0	1	0	0	
angry	3	-1	-4	-0.33333334	-1.3333334	1	1	1	0	0	0	1	2	0	0	
plc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
sterling	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
forex	5	-3	0	-0.6	0.0	1	4	0	0	0	5	0	0	0	0	
markets	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
jones	3	0	0	0.0	0.0	3	0	0	0	0	3	0	0	0	0	
cnrpvw	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
cost	4	1	-4	0.25	-1.0	2	2	0	0	0	4	0	0	0	0	
apple's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
dtym	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@djrobstacks	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
djs	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
bringing	2	-2	0	-1.0	0.0	2	0	0	0	0	2	0	0	0	0	
diversity	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
new@2	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@hot97	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@djcamilo	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
plain	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
wp	4	-1	0	-0.25	0.0	2	1	1	0	0	4	0	0	0	0	
p6snj	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@curtisfinancial	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@ediblesf	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@jane_black	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
188ey	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@barnonemke	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
niggies	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
combine	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@fauxtaymomsen	1	1	-1	1.0	-1.0	0	0	1	0	0	1	0	0	0	0	
D:	3	0	-1	0.0	-0.33333334	2	0	1	0	0	1	2	0	0	0	
strike	2	-2	-1	-1.0	-0.5	2	0	0	0	0	2	0	0	0	0	
x0k6jajdq	1	-2	-1	-2.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@spotdotph	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
wyn	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
ong	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
bhlno9	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
j's	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
shaved	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
9jhf2	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
@familyforce5x	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
ultravoilet	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
adventureland	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
nine	2	0	-1	0.0	-0.5	1	1	0	0	0	1	1	0	0	0	
ahahah	1	0	0	0.0	0.0	0	1	0	0	0	1	0	0	0	0	
jst	4	-2	-1	-0.5	-0.25	1	3	0	0	0	2	2	0	0	0	
cousinsz	1	-2	-1	-2.0	-1.0	0	1	0	0	0	0	1	0	0	0	
reving	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
shove	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
dms	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
crysonic	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
updates	3	-1	0	-0.33333334	0.0	3	0	0	0	0	3	0	0	0	0	
spectralive	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
nxt	3	-1	0	-0.33333334	0.0	3	0	0	0	0	3	0	0	0	0	
v3	2	0	0	0.0	0.0	2	0	0	0	0	2	0	0	0	0	
17th	2	-1	-2	-0.5	-1.0	1	1	0	0	0	1	0	1	0	0	
bq9lji	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@miumiu	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
type	8	-1	4	-0.125	0.5	6	2	0	0	0	4	3	1	0	0	
gimme	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
showing	3	-1	-1	-0.33333334	-0.33333334	2	1	0	0	0	1	2	0	0	0	
furry	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
leopard	2	-1	1	-0.5	0.5	1	1	0	0	0	1	1	0	0	0	
prints	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
colours	1	0	1	0.0	1.0	0	1	0	0	0	0	1	0	0	0	
reached	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
smallworlds	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
title	3	0	-1	0.0	-0.33333334	2	1	0	0	0	2	0	1	0	0	
soc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
li	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
uqs9ftc	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
@otbkb	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
impressions	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
slope's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
mack's	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
grill	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
slope	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
y8sfz7o	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
styled	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
premium	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
gorillathemes	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
celebrity	4	-2	-4	-0.5	-1.0	3	1	0	0	0	3	1	0	0	0	
gossip	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
8dz2pd	1	0	-1	0.0	-1.0	1	0	0	0	0	1	0	0	0	0	
@kfzuzulo	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
genie's	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
curse	2	0	0	0.0	0.0	0	2	0	0	0	1	0	1	0	0	
participant	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
night's	2	1	-1	0.5	-0.5	0	1	1	0	0	2	0	0	0	0	
coffeetime	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
sacrifice	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
ifarb	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
exists	1	-1	-2	-1.0	-2.0	0	1	0	0	0	1	0	0	0	0	
@richdenzler	1	-1	-2	-1.0	-2.0	0	1	0	0	0	1	0	0	0	0	
grandparents	1	-1	-2	-1.0	-2.0	0	1	0	0	0	1	0	0	0	0	
celebrating	1	-1	-2	-1.0	-2.0	0	1	0	0	0	1	0	0	0	0	
rva	1	-1	-2	-1.0	-2.0	0	1	0	0	0	1	0	0	0	0	
wisewords	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
@aplusk	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
solve	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
consciousness	1	-2	0	-2.0	0.0	1	0	0	0	0	0	1	0	0	0	
iwishjbwasmybf	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
hungryrt	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
@badbishlish	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
@badgirlash	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
grubbing	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
11637754	1	0	0	0.0	0.0	1	0	0	0	0	0	1	0	0	0	
cez	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
halts	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
approvals	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
wind	5	-4	3	-0.8	0.6	5	0	0	0	0	2	2	0	1	0	
bekeaq	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
solarif	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
@haydenalxwhite	1	0	1	0.0	1.0	1	0	0	0	0	0	1	0	0	0	
swear	4	-2	-3	-0.5	-0.75	3	1	0	0	0	1	2	0	1	0	
cookin	2	1	-1	0.5	-0.5	1	1	0	0	0	1	1	0	0	0	
fatshit	1	0	-1	0.0	-1.0	1	0	0	0	0	0	1	0	0	0	
@zrobinson	1	1	0	1.0	0.0	0	0	1	0	0	1	0	0	0	0	
ahead	4	0	2	0.0	0.5	1	0	3	0	0	2	2	0	0	0	
@keeperofdreams	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
piotr	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
krzaczkowski	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
amo	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
images	2	0	2	0.0	1.0	0	1	1	0	0	1	0	1	0	0	
b5k4wy	1	-1	0	-1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@switchfoot	3	-1	-2	-0.33333334	-0.6666667	0	1	2	0	0	3	0	0	0	0	
74	1	0	-2	0.0	-2.0	0	1	0	0	0	1	0	0	0	0	
@fm949sd	1	0	-2	0.0	-2.0	0	1	0	0	0	1	0	0	0	0	
started	9	2	-3	0.22222222	-0.33333334	5	2	0	1	1	4	2	3	0	0	
@cyr1us	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
playstation	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
portable	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
ybmjaj	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
reflection	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
lowest	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
humanity	1	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0	
cats	3	-1	2	-0.33333334	0.6666667	2	1	0	0	0	1	1	1	0	0	
@roguemouse	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
paclpackpack	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
cleaned	1	0	2	0.0	2.0	1	0	0	0	0	0	0	1	0	0	
smelling	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
laundry	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
dwdd	1	1	0	1.0	0.0	0	1	0	0	0	1	0	0	0	0	
@caseyjones71	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
@usearubber	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
cocaine	1	1	-1	1.0	-1.0	0	1	0	0	0	1	0	0	0	0	
drug	2	1	-3	0.5	-1.5	1	1	0	0	0	1	1	0	0	0	
@industry_mag	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
necolebitchie	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
moneys	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
roger	1	0	-1	0.0	-1.0	0	1	0	0	0	1	0	0	0	0	
ash	1	-2	1	-2.0	1.0	1	0	0	0	0	0	1	0	0	0	
wendsday	1	-2	1	-2.0	1.0	1	0	0	0	0	0	1	0	0	0	
holidays	3	-2	2	-0.6666667	0.6666667	2	1	0	0	0	1	1	1	0	0	
baptists	1	-2	1	-2.0	1.0	1	0	0	0	0	0	1	0	0	0	
heidismyname	1	-2	1	-2.0	1.0	1	0	0	0	0	0	1	0	0	0	
185694307	1	-2	1	-2.0	1.0	1	0	0	0	0	0	1	0	0	0	
@krissywhittles	1	-1	1	-1.0	1.0	0	1	0	0	0	0	1	0	0	0	
employer	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
decade	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
prpo2	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@nickprice	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
@lisascales	1	-1	0	-1.0	0.0	1	0	0	0	0	1	0	0	0	0	
products	4	0	0	0.0	0.0	3	1	0	0	0	4	0	0	0	0	
m7dpsv	1	0	0	0.0	0.0	1	0	0	0	0	1	0	0	0	0	
checking	2	1	-1	0.5	-0.5	1	0	1	0	0	2	0	0	0	0	
menu	2	1	0	0.5	0.0	1	0	1	0	0	1	1	0	0	0	
tennessee	2	-2	-1	-1.0	-0.5	1	0	1	0	0	2	0	0	0	0	
red's	1	1	-1	1.0	-1.0	0	0	1	0	0	1	0	0	0	0	
